단지코드,총세대수,지역,공가수,도보 10분거리 내 지하철역 수(환승노선 수 반영),도보 10분거리 내 버스정류장 수,단지내주차면수,등록차량수,상가수,자격유형_major,공급유형_major,전용면적별세대수합,전용면적별세대수합_myhome,입주후기간(월),단지명,주소,총입주민수,준공후기간(월),차량미보유세대수,임대료,임대보증금,소형세대,중형세대,대형세대,전용면적,아파트수,차량보유인구비율,차량미보유세대비율
C1592,870,강원도,13.0,0.0,5.0,763.0,739.0,0.0,A,국민임대,870,870,113.0,원주무실 주공8단지,강원도 원주시 무실로 300,1677.0,130.0,0.0,202791.0,15672794.0,0.6068965517241379,0.3931034482758621,0.0,42.0,7,0.40053650767038274,0.0
C1867,678,경상남도,26.0,0.0,2.0,579.0,374.0,0.0,A,국민임대,678,678,,사천용현휴먼시아아파트,경상남도 사천시 용현면 진삼로 580,1387.0,127.0,0.0,123896.0,13177876.0,0.6696165191740413,0.3303834808259587,0.0,42.0,6,0.4007868525896411,0.0
C2326,632,충청북도,15.0,0.0,4.0,478.0,557.0,0.0,A,국민임대,632,632,121.0,진천벽암 휴먼시아,충청북도 진천군 진천읍 문화로 237-19,1340.0,121.0,0.0,119864.0,13887814.0,0.7246835443037974,0.27531645569620256,0.0,42.0,5,0.4093640981700224,0.0
C1015,961,부산광역시,28.0,0.0,3.0,928.0,579.0,0.0,A,국민임대,961,961,117.0,부산지사휴먼시아,부산광역시 강서구 과학산단2로20번길 35,1893.0,118.0,0.0,121311.0,13812204.0,0.49427679500520294,0.5057232049947971,0.0,43.0,8,0.3727848992815887,0.0
C1620,1232,광주광역시,22.0,0.0,4.0,1181.0,1101.0,0.0,A,국민임대,1232,1232,,첨단휴먼시아1단지,광주광역시 북구 첨단연신로 250,2640.0,126.0,0.0,112041.0,19700844.0,0.575487012987013,0.424512987012987,0.0,41.0,5,0.41754416938850125,0.0
C1049,676,광주광역시,18.0,0.0,3.0,658.0,762.0,0.0,A,국민임대,676,676,,첨단휴먼시아2단지,광주광역시 북구 첨단연신로 245,1450.0,126.0,0.0,126324.0,22252417.0,0.5754437869822485,0.4245562130177515,0.0,43.0,5,0.41754416938850125,0.0
C2000,1300,경상남도,21.0,0.0,2.0,1082.0,795.0,0.0,A,국민임대,1300,1300,,양산금산휴먼시아,경상남도 양산시 동면 금산2길 12,3007.0,122.0,0.0,151116.0,17544400.0,0.34615384615384615,0.6538461538461539,0.0,45.0,7,0.4007868525896411,0.0
C2097,998,경상북도,29.0,0.0,2.0,1240.0,995.0,0.0,A,국민임대,998,998,,구미옥계 휴먼시아2단지,경상북도 구미시 옥계북로 43-52,2177.0,120.0,0.0,91820.0,39134498.0,0.5521042084168337,0.44789579158316634,0.0,42.0,7,0.3953120921094209,0.0
C1668,493,전라남도,7.0,0.0,4.0,421.0,288.0,0.0,A,국민임대,493,493,122.0,무안성내휴먼시아,전라남도 무안군 무안읍 공항로 75-9,1248.0,122.0,0.0,106653.0,13433200.0,0.4482758620689655,0.5517241379310345,0.0,44.0,7,0.4056767907739719,0.0
C1689,1117,경기도,4.0,1.0,3.0,985.0,960.0,0.0,A,국민임대,1117,1117,115.0,광교마을 41단지,경기도 용인시 수지구 광교마을로 90,2414.0,116.0,0.0,226816.0,33857211.0,0.5640107430617726,0.4359892569382274,0.0,40.0,10,0.42587549369457867,0.0
C1234,307,강원도,1.0,0.0,2.0,219.0,311.0,0.0,A,국민임대,307,307,181.0,강릉회산주공아파트,강원도 강릉시 강변로 94,864.0,181.0,0.0,149183.0,22938951.0,0.0,1.0,0.0,54.0,2,0.40053650767038274,0.0
C2514,501,경상남도,10.0,0.0,1.0,405.0,648.0,0.0,A,국민임대,501,501,,거창소만 주공아파트,경상남도 거창군 거창읍 소만2길 62,1485.0,167.0,0.0,151049.0,15680109.0,0.0,1.0,0.0,51.0,6,0.4007868525896411,0.0
C1368,896,경상북도,29.0,0.0,10.0,900.0,861.0,0.0,A,국민임대,896,896,144.0,경산사동 휴먼시아 1단지,경상북도 경산시 백자로10길 57,2424.0,144.0,0.0,172257.0,20302005.0,0.19642857142857142,0.8035714285714286,0.0,48.0,4,0.3953120921094209,0.0
C1057,521,경상북도,24.0,0.0,4.0,521.0,521.0,0.0,A,국민임대,521,521,,경산사동 휴먼시아 2단지,경상북도 경산시 솔숲길 100,1327.0,147.0,0.0,165445.0,19493574.0,0.2571976967370441,0.7428023032629558,0.0,47.0,4,0.3953120921094209,0.0
C2336,458,경상북도,13.0,0.0,2.0,399.0,562.0,0.0,A,국민임대,458,458,151.0,경산진량휴먼시아,경상북도 경산시 진량읍 금호강변로 830-3,1133.0,151.0,0.0,131887.0,19397978.0,0.37554585152838427,0.6244541484716157,0.0,46.0,7,0.3953120921094209,0.0
C1026,290,경상북도,10.0,0.0,2.0,205.0,422.0,0.0,A,국민임대,290,290,185.0,고령다산주공1차아파트,경상북도 고령군 다산면 상곡길 28,841.0,187.0,0.0,106214.0,23840587.0,0.0,1.0,0.0,55.0,2,0.3953120921094209,0.0
C2256,409,경상남도,7.0,0.0,1.0,316.0,344.0,0.0,A,국민임대,409,409,,고성동외 주공아파트,경상남도 고성군 고성읍 동외로47번길 12,942.0,146.0,0.0,111313.0,12630684.0,0.5354523227383863,0.46454767726161367,0.0,40.0,5,0.4007868525896411,0.0
C1900,586,전라북도,2.0,0.0,2.0,472.0,596.0,0.0,A,국민임대,586,586,,고창읍내 휴먼시아,전라북도 고창군 고창읍 성산로 19,1589.0,142.0,0.0,99596.0,15427174.0,0.40273037542662116,0.5972696245733788,0.0,46.0,8,0.3846965003624857,0.0
C2666,1084,부산광역시,23.0,0.0,1.0,837.0,701.0,0.0,A,국민임대,1084,1084,137.0,고촌휴먼시아1단지,부산광역시 기장군 철마면 고촌로44번길 16,2145.0,141.0,0.0,135930.0,19226423.0,0.4225092250922509,0.577490774907749,0.0,43.0,6,0.3727848992815887,0.0
C2361,1174,경기도,9.0,0.0,4.0,1026.0,1117.0,0.0,H,국민임대,1174,1174,,광명소하 휴먼시아6단지,경기도 광명시 소하로 161,3131.0,131.93053278157237,0.0,261500.0,37314724.0,0.3594548551959114,0.6405451448040886,0.0,48.0,11,0.42587549369457867,0.0
C1642,270,전라남도,14.0,0.0,6.0,222.0,297.0,0.0,A,국민임대,270,270,171.0,마동주공아파트,전라남도 광양시 진등6길 31,637.0,172.0,0.0,94520.0,15257444.0,0.4444444444444444,0.5555555555555556,0.0,44.0,7,0.4056767907739719,0.0
C1013,1308,광주광역시,16.0,0.0,6.0,1119.0,1665.0,0.0,A,국민임대,1308,1308,,동천마을6단지,광주광역시 서구 하남대로710번길 5,3320.0,178.0,0.0,134092.0,24830898.0,0.22247706422018348,0.7775229357798165,0.0,45.0,5,0.41754416938850125,0.0
C2232,355,광주광역시,13.0,0.0,3.0,354.0,248.0,0.0,A,국민임대,355,355,,송화마을 휴먼시아1단지,광주광역시 남구 효우로60번길 50,911.0,163.0,0.0,162351.0,29255523.0,0.3211267605633803,0.6788732394366197,0.0,49.0,4,0.41754416938850125,0.0
C1973,384,광주광역시,15.0,0.0,3.0,384.0,457.0,0.0,A,국민임대,384,384,,광주송화마을휴먼시아2단지,광주광역시 남구 효우로60번길 37,1198.0,163.0,0.0,197789.0,35304937.0,0.21875,0.78125,0.0,55.0,3,0.41754416938850125,0.0
C2458,853,광주광역시,28.0,0.0,3.0,853.0,910.0,0.0,E,국민임대,853,853,,송화마을 휴먼시아3단지,광주광역시 남구 효우로60번길 10,2438.0,164.0,0.0,84932.0,60961946.0,0.0,1.0,0.0,48.0,7,0.41754416938850125,0.0
C2574,996,광주광역시,14.0,0.0,6.0,895.0,826.0,0.0,A,국민임대,996,996,,아름마을 휴먼시아2단지,광주광역시 광산구 수등로123번길 22,2318.0,146.0,0.0,133266.0,24448795.0,0.4457831325301205,0.5542168674698795,0.0,45.0,9,0.41754416938850125,0.0
C2133,355,광주광역시,10.0,0.0,3.0,330.0,328.0,0.0,A,국민임대,355,355,,장자울마을 휴먼시아5단지,광주광역시 광산구 풍영로145번길 42,908.0,144.0,0.0,138145.0,25442623.0,0.36056338028169016,0.6394366197183099,0.0,45.0,6,0.41754416938850125,0.0
C2096,492,광주광역시,11.0,0.0,2.0,347.0,525.0,0.0,A,국민임대,492,492,,신용주공아파트,광주광역시 북구 연양로7번길 58,1123.0,195.0,0.0,88352.0,15343967.0,0.5040650406504065,0.4959349593495935,0.0,42.0,7,0.41754416938850125,0.0
C2010,861,광주광역시,15.0,0.0,3.0,608.0,690.0,0.0,A,국민임대,861,861,,광주연제,광주광역시 북구 양산제로 110,1869.0,183.0,0.0,93855.0,19087425.0,0.578397212543554,0.42160278745644597,0.0,44.0,5,0.41754416938850125,0.0
C1879,711,광주광역시,12.0,0.0,2.0,573.0,713.0,0.0,A,국민임대,711,711,,광주용두2,광주광역시 북구 하서로483번길 22,2241.0,163.0,0.0,122948.0,22300484.0,0.0,1.0,0.0,50.0,5,0.41754416938850125,0.0
C1131,901,광주광역시,10.0,0.0,7.0,668.0,1019.0,0.0,A,국민임대,901,901,,용봉주공아파트,광주광역시 북구 매곡로 20,2490.0,200.0,0.0,160253.0,19768334.0,0.0,1.0,0.0,53.0,4,0.41754416938850125,0.0
C1468,815,광주광역시,17.0,0.0,1.0,574.0,810.0,0.0,A,국민임대,815,815,,죽림마을,광주광역시 북구 유림로160번길 5,1697.0,172.0,0.0,108935.0,19719720.0,0.6171779141104294,0.38282208588957056,0.0,43.0,5,0.41754416938850125,0.0
C1213,312,전라북도,8.0,0.0,6.0,224.0,148.0,0.0,A,국민임대,312,312,,삼학주공,전라북도 군산시 미원로 61,579.0,189.0,0.0,90358.0,15597047.0,0.5673076923076923,0.4326923076923077,0.0,40.0,6,0.3846965003624857,0.0
C1173,571,충청남도,7.0,0.0,2.0,483.0,609.0,0.0,A,국민임대,571,571,147.0,상리 주공 2단지 아파트,충청남도 금산군 금산읍 비단로 338,1662.0,147.0,0.0,143310.0,18327906.0,0.17162872154115585,0.8283712784588442,0.0,44.0,9,0.4115356667900572,0.0
C2492,594,경상북도,23.0,0.0,5.0,480.0,585.0,0.0,A,국민임대,594,594,,김천덕곡주공아파트,경상북도 김천시 무실7길 38,1626.0,178.0,0.0,129975.0,17154939.0,0.20202020202020202,0.797979797979798,0.0,52.0,5,0.3953120921094209,0.0
C2032,944,경상남도,23.0,0.0,1.0,958.0,1162.0,0.0,A,국민임대,944,944,152.0,율곡마을 주공2단지 아파트,경상남도 김해시 율하1로 7,2871.0,153.0,0.0,181032.0,30172037.0,0.0,1.0,0.0,57.0,8,0.4007868525896411,0.0
C2094,410,경상남도,16.0,0.0,20.0,402.0,318.0,0.0,A,국민임대,410,410,200.0,김해 월산마을 주공14단지아파트,경상남도 김해시 월산로 81-14,837.0,201.0,0.0,109621.0,15658646.0,0.5439024390243903,0.4560975609756098,0.0,41.0,7,0.4007868525896411,0.0
C1880,635,경상남도,15.0,0.0,20.0,508.0,761.0,0.0,A,국민임대,635,635,200.0,김해월산마을 주공11단지,경상남도 김해시 월산로 103,1903.0,203.0,0.0,134966.0,23546683.0,0.0,1.0,0.0,53.0,4,0.4007868525896411,0.0
C2089,962,경상남도,27.0,0.0,1.0,873.0,572.0,0.0,A,국민임대,962,962,135.0,진영휴먼시아아파트,경상남도 김해시 진영읍 김해대로 462,2130.0,137.0,0.0,134797.0,18164486.0,0.4916839916839917,0.5083160083160083,0.0,45.0,6,0.4007868525896411,0.0
C1744,822,경기도,13.0,0.0,2.0,827.0,979.0,0.0,A,국민임대,822,822,143.0,남양주장현 휴먼시아3단지,경기도 남양주시 진접읍 금강로 1554-20,2721.0,143.0,0.0,217494.0,29377986.0,0.0,1.0,0.0,55.0,5,0.42587549369457867,0.0
C2046,1129,경기도,10.0,0.0,4.0,1137.0,1306.0,0.0,A,국민임대,1129,1129,135.0,남양주 진접 휴먼시아16단지,경기도 남양주시 진접읍 해밀예당3로 67,3625.0,136.0,0.0,219095.0,26215205.0,0.0,1.0,0.0,51.0,6,0.42587549369457867,0.0
C2071,1479,경기도,21.0,0.0,3.0,1488.0,1398.0,0.0,A,국민임대,1479,1479,134.0,남양주 진접 휴먼시아17단지,경기도 남양주시 진접읍 해밀예당3로 37,4034.0,134.0,0.0,181645.0,21767639.0,0.17985125084516565,0.8201487491548344,0.0,48.0,9,0.42587549369457867,0.0
C2635,330,경기도,1.0,0.0,3.0,259.0,442.0,0.0,A,국민임대,330,330,166.0,남양주 퇴계원 주공3단지,경기도 남양주시 퇴계원읍 퇴계원로 120-11,1018.0,166.0,0.0,271657.0,32447274.0,0.0,1.0,0.0,56.0,5,0.42587549369457867,0.0
C2390,386,경기도,4.0,0.0,4.0,299.0,422.0,0.0,A,국민임대,386,386,166.0,남양주 퇴계원 주공4단지,경기도 남양주시 퇴계원읍 도제원로 116,1135.0,163.0,0.0,284130.0,33912176.0,0.0,1.0,0.0,58.0,4,0.42587549369457867,0.0
C2561,456,경기도,7.0,1.0,4.0,399.0,441.0,0.0,A,국민임대,456,456,182.0,남양주호평 주공20단지,경기도 남양주시 늘을1로 31,1161.0,183.0,0.0,237671.0,20109053.0,0.2631578947368421,0.7368421052631579,0.0,50.0,4,0.42587549369457867,0.0
C1663,642,대전광역시,3.0,1.0,5.0,567.0,700.0,0.0,A,국민임대,642,642,188.0,반석마을 8단지,대전광역시 유성구 반석동로 82,2017.0,188.0,0.0,248546.0,18265757.0,0.0,1.0,0.0,55.0,4,0.4171733404019149,0.0
C2490,302,대구광역시,4.0,0.0,2.0,217.0,340.0,0.0,A,국민임대,302,302,192.0,달성용계주공아파트,대구광역시 달성군 가창면 가창로216길 25,742.0,196.0,0.0,211895.0,24228080.0,0.0,1.0,0.0,54.0,2,0.41663200297742825,0.0
C2066,757,대구광역시,22.0,0.0,2.0,660.0,503.0,0.0,B,국민임대,757,757,132.0,대구서재휴먼시아,대구광역시 달성군 다사읍 서재로14길 2,1556.0,132.0,0.0,128652.0,15892960.0,0.667107001321004,0.332892998678996,0.0,39.0,10,0.41663200297742825,0.0
C1585,705,대구광역시,12.0,1.0,3.0,502.0,718.0,0.0,A,국민임대,705,705,194.0,장기주공아파트,대구광역시 달서구 용산로 88,1540.0,196.0,0.0,184878.0,22080608.0,0.41702127659574467,0.5829787234042553,0.0,42.0,4,0.41663200297742825,0.0
C2276,1072,대전광역시,18.0,0.0,4.0,894.0,1159.0,0.0,A,국민임대,1072,1072,200.0,대전낭월 석천들마을,대전광역시 동구 산내로1257번길 40,3233.0,200.0,0.0,181684.0,19366976.0,0.0,1.0,0.0,55.0,3,0.4171733404019149,0.0
C1155,375,대전광역시,9.0,1.0,10.0,454.0,373.0,0.0,A,국민임대,375,375,133.0,새들뫼 휴먼시아 2단지,대전광역시 동구 계족로 135,1229.0,134.0,0.0,203299.0,35456225.0,0.0,1.0,0.0,53.0,3,0.4171733404019149,0.0
C1693,853,대전광역시,20.0,0.0,6.0,862.0,1087.0,0.0,A,국민임대,853,853,144.0,봉산 휴먼시아 2단지,대전광역시 유성구 와룡로136번길 75,2894.0,144.0,0.0,208619.0,33538215.0,0.0,1.0,0.0,55.0,4,0.4171733404019149,0.0
C1889,1018,경기도,14.0,0.0,2.0,788.0,808.0,0.0,A,국민임대,1018,1018,188.0,송내주공3단지,경기도 동두천시 중앙로 41,2579.0,188.0,0.0,122603.0,17528426.0,0.1738703339882122,0.8261296660117878,0.0,51.0,4,0.42587549369457867,0.0
C2518,341,강원도,11.0,0.0,2.0,240.0,305.0,0.0,A,국민임대,341,341,180.0,동해묵호주공아파트,강원도 동해시 해맞이길 215,868.0,182.0,0.0,176975.0,20705607.0,0.0,1.0,0.0,54.0,2,0.40053650767038274,0.0
C1962,416,강원도,9.0,0.0,3.0,296.0,401.0,0.0,A,국민임대,416,416,,동해천곡6차아파트,강원도 동해시 평릉1길 37,1359.0,187.0,0.0,198925.0,20988327.0,0.0,1.0,0.0,56.0,4,0.40053650767038274,0.0
C1666,708,전라남도,20.0,0.0,4.0,638.0,465.0,0.0,A,국민임대,708,708,166.0,목포옥암주공1차아파트,전라남도 목포시 당가두로38번길 11,1852.0,167.0,0.0,117015.0,17114576.0,0.3940677966101695,0.6059322033898306,0.0,46.0,9,0.4056767907739719,0.0
C1537,662,충청남도,17.0,0.0,3.0,546.0,669.0,0.0,A,국민임대,662,662,180.0,보령죽정주공,충청남도 보령시 지장골길 37,2101.0,181.0,0.0,131516.0,27598906.0,0.0,1.0,0.0,55.0,4,0.4115356667900572,0.0
C1329,1002,부산광역시,30.0,0.0,2.0,775.0,554.0,0.0,A,국민임대,1002,1002,152.0,내리휴먼시아1단지,부산광역시 기장군 기장읍 소정안길 68,2053.0,165.0,0.0,134974.0,18635709.0,0.3852295409181637,0.6147704590818364,0.0,43.0,8,0.3727848992815887,0.0
C1762,462,전라북도,4.0,0.0,2.0,325.0,460.0,0.0,A,국민임대,462,462,173.0,부안서외 주공아파트,전라북도 부안군 부안읍 부풍로 122,1518.0,173.0,0.0,114705.0,20574181.0,0.0,1.0,0.0,57.0,3,0.3846965003624857,0.0
C2008,781,경기도,7.0,2.0,5.0,663.0,548.0,0.0,A,국민임대,781,781,,여월휴먼시아2단지,경기도 부천시 여월로 65,2032.0,164.0,0.0,233326.0,24604445.0,0.3405889884763124,0.6594110115236875,0.0,47.0,10,0.42587549369457867,0.0
C1319,496,경상남도,16.0,0.0,1.0,428.0,398.0,0.0,A,국민임대,496,496,144.0,사천용강 주공2단지아파트,경상남도 사천시 용강길 37,1091.0,145.0,0.0,123662.0,13917053.0,0.5766129032258065,0.42338709677419356,0.0,42.0,6,0.4007868525896411,0.0
C1141,630,경상남도,28.0,0.0,2.0,637.0,620.0,0.0,A,국민임대,630,630,194.0,사천진사 주공아파트,경상남도 사천시 사남면 조동길 60,1721.0,196.0,0.0,102431.0,16137662.0,0.3,0.7,0.0,47.0,6,0.4007868525896411,0.0
C2340,512,서울특별시,15.0,0.0,3.0,362.0,382.0,0.0,A,공공임대(50년),512,512,2.0,관악산휴먼시아 3단지,서울특별시 관악구 난곡로 63,1041.0,179.0,0.0,281700.0,32454000.0,1.0,0.0,0.0,40.0,1,0.3661614627627259,0.0
C1929,492,충청남도,19.0,0.0,4.0,426.0,413.0,0.0,A,국민임대,492,492,,서천사곡휴먼시아,충청남도 서천군 서천읍 사곡로 17,1129.0,137.0,0.0,151559.0,20217191.0,0.36585365853658536,0.6341463414634146,0.0,46.0,6,0.4115356667900572,0.0
C1681,534,경기도,9.0,0.0,7.0,465.0,520.0,0.0,A,국민임대,534,534,161.0,섬마을휴먼시아2단지아파트,경기도 성남시 중원구 도촌남로 24,1285.0,161.0,0.0,223033.0,29979161.0,0.42134831460674155,0.5786516853932584,0.0,43.0,8,0.42587549369457867,0.0
C1184,458,경기도,4.0,0.0,3.0,403.0,488.0,0.0,A,국민임대,458,458,161.0,섬마을휴먼시아4단지아파트,경기도 성남시 중원구 도촌남로 69,1190.0,161.0,0.0,219086.0,29088925.0,0.4410480349344978,0.5589519650655022,0.0,43.0,7,0.42587549369457867,0.0
C2383,762,경기도,14.0,0.0,3.0,661.0,832.0,0.0,A,국민임대,762,762,161.0,섬마을휴먼시아8단지아파트,경기도 성남시 중원구 도촌남로 134,1952.0,161.0,0.0,237074.0,32972589.0,0.3648293963254593,0.6351706036745407,0.0,46.0,9,0.42587549369457867,0.0
C1579,1005,경기도,12.0,0.0,2.0,882.0,1158.0,0.0,A,국민임대,1005,1005,161.0,섬마을휴먼시아9단지아파트,경기도 성남시 중원구 도촌남로 148,2523.0,161.0,0.0,239459.0,33510524.0,0.3472636815920398,0.6527363184079602,0.0,46.0,9,0.42587549369457867,0.0
C2173,775,경기도,4.0,1.0,2.0,665.0,745.0,0.0,A,국민임대,775,775,41.0,봇들마을 5단지,경기도 성남시 분당구 대왕판교로644번길 65,1978.0,139.0,0.0,265180.0,38629404.0,0.3174193548387097,0.6825806451612904,0.0,46.0,8,0.42587549369457867,0.0
C1911,890,부산광역시,21.0,1.0,2.0,985.0,831.0,0.0,A,국민임대,890,890,,송정 휴먼시아2단지,부산광역시 해운대구 해운대로 1188,2306.0,147.0,0.0,252480.0,30996506.0,0.0,1.0,0.0,54.0,6,0.3727848992815887,0.0
C1638,494,전라북도,10.0,0.0,6.0,358.0,413.0,0.0,A,국민임대,494,494,177.0,순창경천 주공아파트,전라북도 순창군 순창읍 경천1로 102,1717.0,178.0,0.0,107697.0,21343515.0,0.0,1.0,0.0,56.0,5,0.3846965003624857,0.0
C2412,571,전라남도,10.0,0.0,2.0,492.0,487.0,0.0,A,국민임대,571,571,133.0,참샘마을휴먼시아,전라남도 순천시 고지1길 57,1395.0,138.0,0.0,119962.0,18945214.0,0.5674255691768827,0.43257443082311736,0.0,41.0,5,0.4056767907739719,0.0
C1871,550,전라남도,15.0,0.0,4.0,385.0,408.0,0.0,A,국민임대,550,550,200.0,배들마을 선평주공2단지,전라남도 순천시 서면 강청길 80,1319.0,200.0,0.0,80898.0,13288997.0,0.39454545454545453,0.6054545454545455,0.0,43.0,6,0.4056767907739719,0.0
C1309,383,전라남도,15.0,0.0,4.0,385.0,446.0,0.0,A,국민임대,383,383,,연향주공아파트,전라남도 순천시 팔마1길 26,986.0,176.0,0.0,100561.0,18461602.0,0.22715404699738903,0.7728459530026109,0.0,47.0,7,0.4056767907739719,0.0
C1527,996,경상북도,23.0,0.0,4.0,834.0,1150.0,0.0,A,국민임대,996,996,163.0,안동옥동주공6단지,경상북도 안동시 옥서1길 46,3204.0,164.0,0.0,150299.0,18550648.0,0.0,1.0,0.0,51.0,5,0.3953120921094209,0.0
C2208,882,경기도,16.0,0.0,2.0,755.0,840.0,0.0,A,국민임대,882,882,,안산신길휴먼시아2단지아파트,경기도 안산시 단원구 삼일로 13,2271.0,148.0,0.0,198173.0,28291265.0,0.34807256235827666,0.6519274376417233,0.0,44.0,8,0.42587549369457867,0.0
C1940,615,경기도,16.0,0.0,2.0,527.0,709.0,0.0,A,국민임대,615,615,,안산신길 휴먼시아5단지,경기도 안산시 단원구 신길로 94,1899.0,138.0,0.0,224456.0,33130279.0,0.18536585365853658,0.8146341463414634,0.0,48.0,6,0.42587549369457867,0.0
C2596,470,경기도,15.0,1.0,7.0,405.0,480.0,0.0,A,국민임대,470,470,,안산신길 휴먼시아7단지,경기도 안산시 단원구 신길로 50,1295.0,148.0,0.0,206153.0,29870174.0,0.23829787234042554,0.7617021276595745,0.0,45.0,7,0.42587549369457867,0.0
C2227,477,경기도,9.0,0.0,8.0,413.0,505.0,0.0,A,국민임대,477,477,,안산신길 휴먼시아9단지,경기도 안산시 단원구 도일로 26,1256.0,136.12579557044512,0.0,197063.0,28212665.0,0.3920335429769392,0.6079664570230608,0.0,44.0,7,0.42587549369457867,0.0
C2563,496,경기도,9.0,0.0,2.0,425.0,449.0,0.0,A,국민임대,496,496,,안산팔곡주공아파트,경기도 안산시 상록구 정동1길 7,1093.0,132.5200937180309,0.0,168341.0,14291795.0,0.5846774193548387,0.4153225806451613,0.0,41.0,4,0.42587549369457867,0.0
C2358,1260,경상남도,24.0,0.0,8.0,941.0,1010.0,0.0,A,국민임대,1260,1260,,양산물금 휴먼시아 7단지아파트,경상남도 양산시 양주로 58,2839.0,158.0,0.0,131898.0,20669164.0,0.4396825396825397,0.5603174603174603,0.0,41.0,6,0.4007868525896411,0.0
C1492,390,경기도,15.0,0.0,2.0,334.0,296.0,0.0,A,국민임대,390,390,183.0,양주가납 주공아파트,경기도 양주시 광적면 삼일로65번길 156,826.0,184.0,0.0,73171.0,12186564.0,0.7051282051282052,0.2948717948717949,0.0,42.0,7,0.42587549369457867,0.0
C1601,330,경기도,13.0,0.0,4.0,335.0,308.0,0.0,A,국민임대,330,330,135.0,남양주 퇴계원 주공3단지,경기도 남양주시 퇴계원읍 퇴계원로 120-11,1018.0,166.0,0.0,177714.0,25988327.0,0.0,1.0,0.0,50.0,6,0.42587549369457867,0.0
C1687,773,경기도,26.0,0.0,3.0,779.0,349.0,0.0,A,국민임대,773,773,134.0,은빛마을 휴먼시아7단지,경기도 양주시 고읍북로 78,1723.0,135.0,0.0,137854.0,20129632.0,0.4501940491591203,0.5498059508408797,0.0,45.0,11,0.42587549369457867,0.0
